DATASET_PID,DATASET_ID,TRACKING_IDs
hdl:21.14100/1b4af527-cdec-3746-b16e-ba6ac9d9ba4a,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.hfsifrazil.gn.v20200303,hdl:21.14100/5f4c10fe-00a1-4f16-b2bf-4d839e400913
hdl:21.14100/1690de50-373f-300a-b947-521638b428b0,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.rsdo.gn.v20200303,hdl:21.14100/25336e7e-90d8-4565-a313-0cd7f1d6b7a3;hdl:21.14100/48b38828-8cf7-4c04-96a6-ad2ac13a6b80
hdl:21.14100/43d24b0a-6816-3adc-931c-a415ae6ce15f,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.sidmassdyn.gn.v20200303,hdl:21.14100/17516c81-ab1a-4ac5-8019-48e46ea9c695
hdl:21.14100/4189fcad-a44c-3083-afea-3d952fee05c4,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.fgcfc12.gn.v20200303,hdl:21.14100/19f9d90a-9522-4a60-8a3a-0be9e3605368;hdl:21.14100/c99858fb-8573-4454-bc94-6c62f8aa3805
hdl:21.14100/9cc832df-c7a8-3290-abfd-f7cc99adf311,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.sishevel.gn.v20200303,hdl:21.14100/94d3fda3-08c6-4e04-8a82-a57a934e1d5e
hdl:21.14100/29b15eb6-1c3f-3271-97d2-506608a887ee,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.o2os.gn.v20200303,hdl:21.14100/77edb89c-d96f-4d13-b5f8-37a5daa2c221
hdl:21.14100/8b8e058f-b9e0-360c-95db-a447b283bd53,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.sistryubot.gn.v20200303,hdl:21.14100/5208c51d-5c45-4e5d-bb70-496aec87a453
hdl:21.14100/1b6f722f-6ebc-3f8d-b0a5-00aa52e838f8,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.sisnhc.gn.v20200303,hdl:21.14100/bfb17357-b618-41d0-bac4-0a0ee29791bc
hdl:21.14100/8134cd6f-1db6-34f7-b83d-27ce2ab7f52e,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.sisnthick.gn.v20200303,hdl:21.14100/7cffb81b-9dcc-421a-9184-0274ff8183cb
hdl:21.14100/059498f3-b900-3894-b095-a042fe398355,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.sistrxubot.gn.v20200303,hdl:21.14100/df79b1eb-42e9-4151-8118-6ba7230baf32
hdl:21.14100/cc5ee55d-fa27-34d1-a96e-d9ec7f58b3c5,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.spco2nat.gn.v20200303,hdl:21.14100/56dbd080-43a9-47a5-a847-529f53bc97f8
hdl:21.14100/4e6a3fe1-9370-39c4-8bb7-aa342819e3e4,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.evs.gn.v20200303,hdl:21.14100/d80cdcfc-4760-444f-bbe6-f9076036ab18
hdl:21.14100/72f1dd2b-202e-397c-aebe-e13e33278442,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SIday.sitemptop.gn.v20200303,hdl:21.14100/9b688a11-51d9-4074-85d8-c6b7cbe34d52;hdl:21.14100/dae3e0d9-72ae-416b-b964-458fd4e38cec
hdl:21.14100/960836d7-fffb-3c24-8963-f146a212497a,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.mlotstsq.gn.v20200303,hdl:21.14100/82aef1ce-3175-4ac7-8e6f-d6213c2e708e
hdl:21.14100/8a7388a1-c554-3b0c-bbae-d9cbb1ea9f75,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.sihc.gn.v20200303,hdl:21.14100/50412f1c-0799-4769-9cf5-21a6f3cef9b6
hdl:21.14100/429d8f57-1f28-394c-baeb-b686ff42d640,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.phabioos.gn.v20200303,hdl:21.14100/2156cfea-161f-49eb-b7f8-415ca8376229
hdl:21.14100/cecfe9ce-e3c5-377e-b071-5d8bcf865554,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.talkos.gn.v20200303,hdl:21.14100/7740c4e4-8b77-4591-9c24-136a1baa742f
hdl:21.14100/9942a8f5-242e-3b47-bb27-3a5f80cbdc67,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.siforcecoriolx.gn.v20200303,hdl:21.14100/6bc5187a-9913-4f9b-b5fa-977e01c504a9
hdl:21.14100/73343759-1d08-3961-921f-5d230582bc7f,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Oday.sossq.gn.v20200303,hdl:21.14100/927a0e0d-570a-474f-9334-12e2d3638cc3;hdl:21.14100/e97a33b4-cb51-43ed-97e9-407ebb9db97d
hdl:21.14100/2facd912-4443-3555-8b61-87b0081070bb,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.sos.gn.v20200303,hdl:21.14100/84c1808e-a1a6-4245-a8dd-f144b73a2765
hdl:21.14100/d4c108dd-1aef-3811-98e2-bad2562f3192,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.fgco2abio.gn.v20200303,hdl:21.14100/49777f4c-4aba-46f7-86fa-974ef5e1b465
hdl:21.14100/b69c9012-7c3f-3ad2-bea2-2c7387caf44b,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.siforcecorioly.gn.v20200303,hdl:21.14100/ae59d7c2-c74f-4deb-a3a0-28219fec4867
hdl:21.14100/0f29735a-f6c4-307b-a8b0-93b7644b56f5,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.sidconcdyn.gn.v20200303,hdl:21.14100/45a248f5-e583-4ec8-a818-d1fe16b6d62b
hdl:21.14100/8afe0281-2a50-3edc-a2fc-fc7e6f225ddd,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SIday.sisnthick.gn.v20200303,hdl:21.14100/c90becef-d667-4084-9228-29c387d93f8a;hdl:21.14100/5e0e0d2f-14df-4378-acc9-236fac2a81b3
hdl:21.14100/1480bb4d-0038-340d-9bf4-3960a9004a63,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.sf6.gn.v20200303,hdl:21.14100/1c5f1720-d7dd-4f63-b56e-959d2dbf5066;hdl:21.14100/e5c31fc7-9212-4bd0-b469-c74ffa7a9c09
hdl:21.14100/550259e3-6e31-315e-bf0e-09530c268bf3,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.dissicabioos.gn.v20200303,hdl:21.14100/b3f28e1e-ca69-42f9-a8bb-f76a46ee9a76
hdl:21.14100/2312cb0e-db36-3fee-83a2-d45039b69130,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.siitdsnconc.gn.v20200303,hdl:21.14100/bda2c152-42a6-42bb-9ff1-02fac8cbf38c
hdl:21.14100/b58b7c69-2cec-36aa-b762-c583e65bebb0,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.sidivvel.gn.v20200303,hdl:21.14100/8cd6a9ac-5078-4bd5-8dba-1a6529b4f920
hdl:21.14100/95831872-fc98-32ee-8d71-fcfdd5a31742,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.dissicos.gn.v20200303,hdl:21.14100/bf4e90fe-41fc-4e6a-a20c-7717c22e6139
hdl:21.14100/a2f3dd1c-d1df-3bc9-bb5a-291746a22853,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.fsitherm.gn.v20200303,hdl:21.14100/698d58cc-60f7-45c5-8d31-c2985e00b7e9
hdl:21.14100/6a99b619-aa10-33a8-88b2-8b32a8324865,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.siflswutop.gn.v20200303,hdl:21.14100/3fc967e7-d77c-4f21-bd92-f39fab840aa9
hdl:21.14100/4e904e70-5713-3734-bd4b-8819829593ff,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.siconca.gn.v20200303,hdl:21.14100/bd255d1d-35a9-4473-8b87-5339981d50b8
hdl:21.14100/731ac4c1-4c3c-392e-8368-19dc60db626d,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.sidmasssi.gn.v20200303,hdl:21.14100/d773b190-7167-4d3c-adb7-0fe30f8b516c
hdl:21.14100/432c345a-ab83-3990-9cc2-b8131fde33a6,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.simass.gn.v20200303,hdl:21.14100/20a44534-89b2-442b-94db-ceaaaf479333
hdl:21.14100/84ffb1c8-8953-3575-b7a9-8814ac574865,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.phos.gn.v20200303,hdl:21.14100/8e4b1993-f9e4-4d6b-a3ce-0305e7763a53
hdl:21.14100/66e32a8f-ee7e-3e83-9947-74147cf3e136,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.mlotstmin.gn.v20200303,hdl:21.14100/1c396df7-1663-4bdb-a91b-8fdfcfd5b4a3
hdl:21.14100/a07ca634-369a-3cb8-9c80-174b40747ed3,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.detocos.gn.v20200303,hdl:21.14100/8693ddb2-1981-4912-a4e4-7e8ebb3b1a73
hdl:21.14100/e1d29566-0495-34a3-be69-245c44491f6c,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.talk.gn.v20200303,hdl:21.14100/c2d72f58-5218-42fd-8076-c754971750db;hdl:21.14100/1321b335-1628-41d1-8c68-c208a4e46809
hdl:21.14100/d3aa0af1-f35e-37a7-a901-14095565f14a,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.sossq.gn.v20200303,hdl:21.14100/840e7347-8504-4e0c-9dbb-0ff165d08e21
hdl:21.14100/dac34955-f19c-30c2-8572-0682941f8199,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.zooc.gn.v20200303,hdl:21.14100/51be3630-212f-4109-969c-d4fdff50d670;hdl:21.14100/c7440ff0-d73e-481b-a2a7-ffdd70a77596
hdl:21.14100/a2dab167-f0e4-3064-8dfe-5fdbaf2d042b,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.obvfsq.gn.v20200303,hdl:21.14100/43af1241-22a4-4167-be63-37db66f7a862;hdl:21.14100/ff2a8565-9771-4aef-a429-a0f53e9a933d
hdl:21.14100/b06fc533-d55d-3e4e-8afe-579e0962ea80,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.siforceintstrx.gn.v20200303,hdl:21.14100/aee8a42b-11a0-43f9-b995-d0d6fad7d464
hdl:21.14100/14395649-9df6-36b1-85df-b581e70ecda6,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.o2satos.gn.v20200303,hdl:21.14100/f1d33348-7bca-44df-9ae8-85fb2a7492bc
hdl:21.14100/235a68f4-f10f-39ef-91d8-753f4ccedeb3,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.epcalc100.gn.v20200303,hdl:21.14100/979dd767-f6d8-4fbd-93ed-fc80e9d362d3
hdl:21.14100/dfad31b1-fc91-3136-9af4-12305042adfb,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.sfdsi.gn.v20200303,hdl:21.14100/1f45e2fc-8fdd-4870-92af-7031a7c723d6
hdl:21.14100/7a8ba4cc-291a-34c6-b006-33ab69d91984,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.sifllwutop.gn.v20200303,hdl:21.14100/c26c90f2-de17-4b50-8569-311922ddc7fb
hdl:21.14100/a279cd03-cbe3-39ef-81a0-6ed10fb2e5bf,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.dissi14cabioos.gn.v20200303,hdl:21.14100/b1c34b0d-26e2-4c6a-a6d6-78489298b75e
hdl:21.14100/03688db0-a5a2-3c1a-8bec-ee4ece2c1609,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.epc100.gn.v20200303,hdl:21.14100/1b7abc70-7392-443b-ba99-dd268ce7587c
hdl:21.14100/e8ecb9a6-3f29-3b70-b9e2-173f128fa0d2,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.zoocos.gn.v20200303,hdl:21.14100/72a851b9-1a5b-444b-8a08-19f822c025e2
hdl:21.14100/9a7a7ffe-b244-3ac6-b137-c0af77cb5b78,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.sitimefrac.gn.v20200303,hdl:21.14100/59e50785-cbc9-4fb4-a1fe-ccf0d41ad885
hdl:21.14100/9233c7e2-4292-39c4-9bc0-ece605b0613b,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.sithick.gn.v20200303,hdl:21.14100/e747235c-6f0c-406a-b4b3-737bbf3975e8
hdl:21.14100/60c8189e-e36f-314a-9514-1293d0f0f785,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.siforcetiltx.gn.v20200303,hdl:21.14100/0785732b-bcda-47c1-8009-a34a756d6404
hdl:21.14100/1702a59d-2587-397f-9145-fb0f2b01451e,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.zos.gn.v20200303,hdl:21.14100/62bee0ce-65e2-4a36-a64f-fe32f62b87ae
hdl:21.14100/6f26194d-13c9-3a71-82af-f8d97b241274,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.hfevapds.gn.v20200303,hdl:21.14100/c5a31cf8-e31e-469c-a786-92e1e5fd4cc5
hdl:21.14100/329836a3-1643-316a-8f1a-e95c83bcd8f1,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.friver.gn.v20200303,hdl:21.14100/c44203e1-7c3f-4f66-8880-b72b553c27c4
hdl:21.14100/2ceebbd2-a7f6-3120-b24c-bbbb03e7bfa9,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.siitdsnthick.gn.v20200303,hdl:21.14100/9088b183-ed4c-4c3b-9547-579f840450cf
hdl:21.14100/b3e49bb9-c019-352b-8217-6a2eb463fcab,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.phnatos.gn.v20200303,hdl:21.14100/076e08d4-6a9c-44e8-a40b-15f531a4494f
hdl:21.14100/1b56a031-9e47-37a7-b3d3-9841d8ddea7c,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.siu.gn.v20200303,hdl:21.14100/d30094a2-64cb-4656-b392-3941162a99a0
hdl:21.14100/67809d0b-9f6f-31dc-8c0a-19191c0b3d5d,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.dissicnat.gn.v20200303,hdl:21.14100/3aa68f7d-0b74-42b0-b4db-522607c77f0d;hdl:21.14100/51733131-d005-4600-9a3d-846f3033eaa1
hdl:21.14100/8e5c8fa5-96f9-33c0-9526-dba5501ad477,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.phyc.gn.v20200303,hdl:21.14100/55efa2ed-8350-414a-abef-6f6f4ea7614a;hdl:21.14100/aaf000ae-bc89-4628-8fba-a71012af5275
hdl:21.14100/90276453-9fb1-3a7c-9b0a-ce64b07dc722,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.phycos.gn.v20200303,hdl:21.14100/0583c3ec-c334-4e0e-aa32-e79101bfc576
hdl:21.14100/7c5c2ae7-b3e8-368d-8759-6721ed64a1b0,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.hfsso.gn.v20200303,hdl:21.14100/c6b50346-8834-4d9e-a190-988c4db01ac3
hdl:21.14100/1371d0f8-2d6c-3de0-8798-c632a91481df,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.spco2abio.gn.v20200303,hdl:21.14100/cbd82568-1f10-46b2-8ab2-92e7f77469f6
hdl:21.14100/4cbca706-4878-3c73-a779-9975e1ee0c0b,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.sistremax.gn.v20200303,hdl:21.14100/d84d784f-c9a5-423e-8fed-2d3933d29fdc
hdl:21.14100/73df540d-614a-3977-b52a-e27b5fc32665,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.sifb.gn.v20200303,hdl:21.14100/8ca77379-5d04-459a-98a4-0634205f1663
hdl:21.14100/6fc33205-3a01-39bf-984e-80712eca9a27,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SIday.siu.gn.v20200303,hdl:21.14100/59ebbf40-bb77-43d5-b1a9-5ac61b6275d3;hdl:21.14100/e52b3741-c2db-428f-8698-8066b72ea30d
hdl:21.14100/040c8931-119b-3bff-9cc2-c54427a8c92e,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.sidmassevapsubl.gn.v20200303,hdl:21.14100/03f627d0-7431-4e2a-9d40-643ec7f6c457
hdl:21.14100/55c861fb-0351-3f22-965e-e6a70f2f126f,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.sisnconc.gn.v20200303,hdl:21.14100/28a865e1-579a-4375-bb54-6db7a5daa60c
hdl:21.14100/05f507eb-8b5b-3836-b4a4-fa371eb1c1a6,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.sifllatstop.gn.v20200303,hdl:21.14100/1605b283-50f6-4a40-84ff-5b636554f226
hdl:21.14100/2a7d9c43-455e-3441-aae1-bdf9119b508d,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.sndmassdyn.gn.v20200303,hdl:21.14100/82e87b6c-e399-498e-8d72-dee9a6d8759f
hdl:21.14100/cd3fba48-fa07-3819-bb33-64b33da7a2bd,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.dissicnatos.gn.v20200303,hdl:21.14100/17ae1d92-ad72-4d60-a9e8-b6e54dfa26d8
hdl:21.14100/f17dc020-45bd-3063-a4fc-d151685d0e90,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SIday.siv.gn.v20200303,hdl:21.14100/71f3b291-9f92-4355-8e97-1fa3cbff6014;hdl:21.14100/4886093f-5cf8-4e0f-ab7d-23059c73bcc0
hdl:21.14100/a0187eff-992e-32e3-ab6e-6cb11de82fac,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.sndmasssnf.gn.v20200303,hdl:21.14100/c2a5ffe3-09fa-4d5c-bdfa-6780b171944c
hdl:21.14100/736b1af4-1ed9-3628-af50-1dc0d3a07e35,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.sidmassmelttop.gn.v20200303,hdl:21.14100/2bc57322-43ac-413f-b6a5-d2adb839c3e6
hdl:21.14100/1f1fb5aa-862d-3866-b5aa-e2cacc414f0e,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.mlotst.gn.v20200303,hdl:21.14100/c8118876-b6ac-4a28-aad5-12ca2857aef9
hdl:21.14100/39dfa686-c7da-3953-840f-f606662d9ce5,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SIday.sithick.gn.v20200303,hdl:21.14100/9e6a346b-d34d-4cd9-9e37-3a38ef80f9e4;hdl:21.14100/b9ec55b2-285a-42e6-b2e8-b2ac78dcaf29
hdl:21.14100/07302ad7-9726-35c6-8f43-258dea18a3eb,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.hfrainds.gn.v20200303,hdl:21.14100/ed029298-1b3a-450e-852b-2193d5b19411
hdl:21.14100/7b70b8d8-a4d5-3c98-b713-770d6a7b9fe1,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.siflswdbot.gn.v20200303,hdl:21.14100/4255475a-96da-4c82-a820-456406fb5e7c
hdl:21.14100/ae9c53ee-f7ec-3b33-985e-8b731f691583,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.hfcorr.gn.v20200303,hdl:21.14100/5615fc02-29eb-45aa-8702-1ae62005bf7a
hdl:21.14100/ebf2610f-5403-34a6-af35-ea7cb8cadba9,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SIday.siconca.gn.v20200303,hdl:21.14100/88c612cc-c0ee-41b8-9e61-b2c4bced9abc;hdl:21.14100/982978e4-c20b-427d-b8d0-90b52e1abba7
hdl:21.14100/6ccc7f49-d6d1-3115-b519-9d165554653d,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.siflfwdrain.gn.v20200303,hdl:21.14100/346dae1f-1f4b-41da-9e6d-c783b0736801
hdl:21.14100/66961e34-7c63-3070-9888-73c895f3d2a4,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.uo.gn.v20200303,hdl:21.14100/d20ebe4b-f30e-485a-8206-d3cd6831ff4d;hdl:21.14100/480facc5-9431-4e0e-b9c8-6bd17782ca09
hdl:21.14100/dbc3efc4-12bb-35b5-a464-67a1ae0863e0,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Ofx.deptho.gn.v20200303,hdl:21.14100/5729cdeb-ffcc-4811-8284-929355acb2e0
hdl:21.14100/c66cdb12-8784-397a-a9cf-33b1a4b71875,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.wo.gn.v20200303,hdl:21.14100/8e9b4ef4-cd0b-4f2d-ad51-3a41797b592b;hdl:21.14100/2c444cc4-a192-4949-a2a1-f23516b3ec6e
hdl:21.14100/2f64ce9f-be58-3118-891b-e44a056b7dfe,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.hflso.gn.v20200303,hdl:21.14100/0b5cf526-5795-4d00-8f87-c0c7a639ee1c
hdl:21.14100/ff94a729-fcd7-300a-aaeb-2242088f0122,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.sifllwdtop.gn.v20200303,hdl:21.14100/d68eca72-d9ea-437c-9b35-7ba56fd78537
hdl:21.14100/0f71b4b1-2010-32bc-949b-fda2898a3dca,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.no3.gn.v20200303,hdl:21.14100/72fda355-82c6-4698-b567-125ffe2acca1;hdl:21.14100/b1116b6a-c31f-44fc-bdf9-b9eb607f33e3
hdl:21.14100/41525a10-8384-38dc-9554-a8f4eab44a0d,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.no3os.gn.v20200303,hdl:21.14100/19baa478-14c1-4846-8c53-0cace4374cfb
hdl:21.14100/613ae9ba-1994-34ea-a83e-bc455b6f6c73,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.thetao.gn.v20200303,hdl:21.14100/f335d8cd-5cca-49ff-b50b-2c6d8897616f;hdl:21.14100/da8eb9c0-5249-4e09-bb08-2ae05696838a
hdl:21.14100/df3d1f84-d2ab-3fb3-b2b9-062d85e7e774,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.sidmassth.gn.v20200303,hdl:21.14100/df4f2979-fdc2-4ecb-810d-710ec6c62c36
hdl:21.14100/4cde684b-69cd-367b-9d2a-c1b6035d525d,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.siflswdtop.gn.v20200303,hdl:21.14100/9eae17d6-ba83-477c-8d0a-3547f22a5879
hdl:21.14100/d842788a-99bc-3e30-9cec-5ba415982c45,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.siflfwbot.gn.v20200303,hdl:21.14100/3c2c73e6-d376-4531-8418-031279b485b1
hdl:21.14100/02c6a45e-f6e9-384f-9a58-12290d7b44e7,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.sitempsnic.gn.v20200303,hdl:21.14100/c8b39ddf-16f1-4fd1-afe2-2fb7307714b0
hdl:21.14100/34f9ce28-9c1d-33b6-becd-2bfef5ac7238,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.sitempbot.gn.v20200303,hdl:21.14100/733595de-c25d-42d4-b3a1-25ac8b0751cd
hdl:21.14100/f6535332-f10e-3dca-8e8b-6308affd78e6,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.sisaltmass.gn.v20200303,hdl:21.14100/77972bf9-deef-42c6-a918-8287fded75c1
hdl:21.14100/89c721e2-2813-396e-ad52-7a55a4c85e12,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.sidmasslat.gn.v20200303,hdl:21.14100/592258d3-dcd1-4b54-83d7-b7c8600a93f9
hdl:21.14100/661d29b2-d376-327a-adfa-dd9a0809b212,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Oday.tos.gn.v20200303,hdl:21.14100/fcaa5a65-7f32-43d7-9d17-ade9d2c9789f;hdl:21.14100/1c046cb6-5c2e-43f7-be2a-18e6015b29ab
hdl:21.14100/2275c550-c407-3781-9f59-2a23df2e0a7b,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.po4os.gn.v20200303,hdl:21.14100/274de8b9-346f-4fc2-a9ea-caf8e2d47554
